BacDive-ID	Species	Oxygen tolerance	Oxygen tolerance raw
	Streptomyces gelaticus		
	Streptomyces gardneri		
	Streptomyces gancidicus		
	Streptomyces galilaeus		
	Streptomyces galbus		
15209	Streptomyces fumigatiscleroticus	aerobe	aerobe
	Streptomyces fumanus		
	Streptomyces fulvissimus		
	Streptomyces fragilis		
	Streptomyces microflavus		
	Streptomyces michiganensis		
	Streptomyces melanosporofaciens		
	Streptomyces noboritoensis		
	Streptomyces matensis		
	Streptomyces massasporeus		
	Streptomyces mashuensis		
	Streptomyces malachitofuscus		
	Streptomyces lydicus		
	Streptomyces luteogriseus		
	Streptomyces lusitanus		
	Streptomyces luridus		
	Streptomyces lucensis		
	Streptomyces longisporus		
	Streptomyces longispororuber		
	Streptomyces longisporoflavus		
	Streptomyces litmocidini		
	Streptomyces lincolnensis		
	Streptomyces libani		
	Streptomyces lavendulocolor		
	Streptomyces lavendulae		
	Streptomyces racemochromogenes		
	Streptomyces rishiriensis		
	Streptomyces netropsis		
	Streptomyces lavendofoliae		
	Streptomyces lateritius		
	Streptomyces lanatus		
	Streptomyces kurssanovii		
	Streptomyces katrae		
	Streptomyces kasugaensis		
	Streptomyces kanamyceticus		
	Streptomyces janthinus		
	Streptomyces ipomoeae		
	Streptomyces intermedius		
	Streptomyces indiaensis		
	Streptomyces iakyrus		
	Streptomyces hygroscopicus subsp. ossamyceticus		
	Streptomyces hygroscopicus subsp. glebosus		
	Streptomyces hydrogenans		
	Streptomyces humiferus		
	Streptomyces humidus		
	Streptomyces regensis		
	Streptomyces recifensis		
	Streptomyces ramulosus		
	Streptomyces purpurogeneiscleroticus		
	Streptomyces purpureus		
	Streptomyces purpurascens		
	Streptomyces puniceus		
	Streptomyces pseudovenezuelae		
	Streptomyces pseudogriseolus		
	Streptomyces pseudoechinosporeus		
	Streptomyces prunicolor		
	Streptomyces prasinosporus		
16419	Streptomyces prasinopilosus	aerobe	aerobe
	Streptomyces poonensis		
	Streptomyces polychromogenes		
	Streptomyces pluricolorescens		
	Streptomyces plicatus		
	Streptomyces platensis		
	Streptomyces pilosus		
	Streptomyces phaeofaciens		
	Streptomyces peucetius		
	Streptomyces parvus		
	Streptomyces parvulus		
	Streptomyces pactum		
	Streptomyces omiyaensis		
	Streptomyces olivochromogenes		
15447,15444,15443,15442,15441	Streptomyces olivaceus	aerobe	aerobe
	Streptomyces olivaceoviridis		
	Streptomyces olivaceiscleroticus		
	Streptomyces ochraceiscleroticus		
	Streptomyces novaecaesareae		
	Streptomyces noursei		
	Streptomyces nogalater		
	Streptomyces nodosus		
	Streptomyces niveoruber		
	Streptomyces nitrosporeus		
	Streptomyces niger		
	Streptomyces neyagawaensis		
	Streptomyces nashvillensis		
	Streptomyces narbonensis		
	Streptomyces naganishii		
	Streptomyces mutabilis		
	Streptomyces murinus		
	Streptomyces misionensis		
153128	Streptomyces mirabilis	aerobe	aerobe
	Streptomyces minutiscleroticus		
156143,152485	Streptomyces somaliensis	microaerophile	microaerophile
	Streptomyces sioyaensis		
	Streptomyces sindenensis		
	Streptomyces showdoensis		
	Streptomyces sclerotialus		
	Streptomyces scabiei		
	Streptomyces rutgersensis		
	Streptomyces castelarensis		
	Streptomyces rubiginosus		
	Streptomyces rubiginosohelvolus		
	Streptomyces roseoviridis		
	Streptomyces roseoviolaceus		
	Streptomyces roseolus		
	Streptomyces roseolilacinus		
	Streptomyces roseofulvus		
	Streptomyces roseiscleroticus		
	Streptomyces rochei		
15546,15545,15544,15542	Streptomyces rimosus	aerobe	aerobe
	Streptomyces resistomycificus		
	Streptomyces muensis		
16012	Streptomyces nanshensis	aerobe	aerobe
	Streptomyces cattleya		
	Streptomyces lasalocidi		
	Streptomyces viridochromogenes		
	Streptomyces viridiviolaceus		
	Streptomyces virginiae		
	Streptomyces violens		
	Streptomyces violascens		
	Streptomyces violarus		
	Streptomyces violaceusniger		
	Streptomyces violaceus		
	Streptomyces violaceoruber		
	Streptomyces violaceorectus		
	Streptomyces violaceolatus		
	Streptomyces violaceochromogenes		
	Streptomyces vinaceusdrappus		
	Streptomyces vinaceus		
	Streptomyces venezuelae		
	Streptomyces vastus		
	Streptomyces varsoviensis		
	Streptomyces variabilis		
	Streptomyces umbrinus		
	Streptomyces tubercidicus		
	Streptomyces toxytricini		
	Streptomyces torulosus		
	Streptomyces thermovulgaris		
	Streptomyces thermoviolaceus		
	Streptomyces thermoviolaceus subsp. apingens		
	Streptomyces thermodiastaticus		
	Streptomyces termitum		
	Streptomyces tendae		
	Streptomyces tauricus		
	Streptomyces tanashiensis		
	Streptomyces sulphureus		
	Streptomyces subrutilus		
	Streptomyces spiroverticillatus		
	Streptomyces spectabilis		
	Streptomyces sparsogenes		
16024	Streptomyces heilongjiangensis	aerobe	aerobe
	Streptomyces manipurensis		
	Streptomyces zagrosensis		
	Streptomyces morookaense		
	Streptomyces tuirus		
	Streptomyces lavendulae subsp. grasserius		
	Streptomyces chrysomallus subsp. fumigatus		
	Streptomyces avermitilis		
	Streptomyces spiralis		
	Streptomyces flavovariabilis		
	Streptomyces violaceorubidus		
	Streptomyces rubrogriseus		
	Streptomyces lienomycini		
	Streptomyces graminearus		
	Streptomyces coeruleoprunus		
	Streptomyces coelicoflavus		
	Streptomyces carpaticus		
	Streptomyces atrovirens		
	Streptomyces viridobrunneus		
	Streptomyces virens		
	Streptomyces variegatus		
	Streptomyces sporoverrucosus		
	Streptomyces spororaveus		
	Streptomyces sporoclivatus		
	Streptomyces rectiviolaceus		
	Streptomyces levis		
	Streptomyces glomeratus		
	Streptomyces enissocaesilis		
	Streptomyces asterosporus		
	Streptomyces caniferus		
	Streptomyces thermolineatus		
	Streptomyces megasporus		
	Streptomyces macrosporus		
	Streptomyces inusitatus		
	Streptomyces rimosus subsp. paromomycinus		
	Streptomyces lomondensis		
	Streptomyces decoyicus		
	Streptomyces anthocyanicus		
	Streptomyces crystallinus		
	Streptomyces glaucus		
	Streptomyces thioluteus		
	Streptomyces orinoci		
	Streptomyces olivoverticillatus		
	Streptomyces mobaraensis		
	Streptomyces lilacinus		
	Streptomyces lavenduligriseus		
	Streptomyces eurocidicus		
	Streptomyces cinnamoneus		
	Streptomyces ardus		
	Streptomyces luteosporeus		
	Streptomyces abikoensis		
	Streptomyces zaomyceticus		
	Streptomyces yokosukanensis		
	Streptomyces yerevanensis		
	Streptomyces xanthophaeus		
	Streptomyces xantholiticus		
	Streptomyces xanthochromogenes		
	Streptomyces werraensis		
	Streptomyces viridodiastaticus		
	Streptomyces glaucosporus		
	Streptomyces vitaminophilus		
	Streptomyces rameus		
	Streptomyces laurentii		
	Streptomyces angustmyceticus		
	Streptomyces kunmingensis		
	Streptomyces sulfonofaciens		
	Streptomyces longwoodensis		
	Streptomyces wedmorensis		
	Streptomyces albospinus		
	Streptomyces atratus		
	Streptomyces albosporeus subsp. labilomyceticus		
	Streptomyces acidiscabies		
	Streptomyces pulveraceus		
	Streptomyces nojiriensis		
	Streptomyces cinerochromogenes		
	Streptomyces spinoverrucosus		
	Streptomyces aculeolatus		
	Streptomyces mauvecolor		
	Streptomyces libani subsp. rufus		
	Streptomyces fulvorobeus		
	Streptomyces diastaticus subsp. ardesiacus		
	Streptomyces cinereospinus		
	Streptomyces carpinensis		
	Streptomyces cacaoi subsp. asoensis		
	Streptomyces ruber		
	Streptomyces phaeogriseichromatogenes		
	Streptomyces demainii		
	Streptomyces albiflaviniger		
	Streptomyces sudanensis		
	Streptomyces scopuliridis		
16438	Streptomyces vietnamensis	aerobe	aerobe
16435	Streptomyces synnematoformans	aerobe	aerobe
16434	Streptomyces radiopugnans	aerobe	aerobe
	Streptomyces auratus		
16432	Streptomyces yanglinensis	aerobe	aerobe
16431	Streptomyces rubidus	aerobe	aerobe
16430	Streptomyces paucisporeus	aerobe	aerobe
16429	Streptomyces guanduensis	aerobe	aerobe
16428	Streptomyces bangladeshensis	aerobe	aerobe
16427	Streptomyces hainanensis	aerobe	aerobe
	Streptomyces seranimatus		
	Streptomyces tritolerans		
	Streptomyces phaeoluteichromatogenes		
	Streptomyces phaeoluteigriseus		
	Streptomyces griseiniger		
	Streptomyces geldanamycininus		
	Streptomyces polyantibioticus		
16416	Streptomyces lunalinharesii	aerobe	aerobe
	Streptomyces panaciterrae		
16414	Streptomyces panacagri	aerobe	aerobe
	Streptomyces ginsengisoli		
16411	Streptomyces yeochonensis	aerobe	aerobe
16410	Streptomyces glauciniger	aerobe	aerobe
16409	Streptomyces jietaisiensis	aerobe	aerobe
16408	Streptomyces cheonanensis	aerobe	aerobe
16407	Streptomyces koyangensis	aerobe	aerobe
	Streptomyces durmitorensis		
	Streptomyces yanii		
	Streptomyces sparsus		
	Streptomyces drozdowiczii		
	Streptomyces pharetrae		
	Streptomyces chungwhensis		
	Streptomyces seoulensis		
	Streptomyces luteireticuli		
16395	Streptomyces sodiiphilus	aerobe	aerobe
	Streptomyces turgidiscabies		
16386	Streptomyces hebeiensis	aerobe	aerobe
16385	Streptomyces ferralitis	aerobe	aerobe
	Streptomyces speibonae		
	Streptomyces sannurensis		
	Streptomyces rosealbus		
	Streptomyces nanningensis		
	Streptomyces africanus		
	Streptomyces malachitospinus		
	Streptomyces costaricanus		
	Streptomyces scopiformis		
	Streptomyces thermospinosisporus		
	Streptomyces reticuliscabiei		
	Streptomyces stelliscabiei		
	Streptomyces europaeiscabiei		
	Streptomyces monomycini		
	Streptomyces albidochromogenes		
	Streptomyces albiaxialis		
	Streptomyces beijiangensis		
	Streptomyces yunnanensis		
	Streptomyces mexicanus		
	Streptomyces sanglieri		
	Streptomyces stramineus		
	Streptomyces bungoensis		
	Streptomyces yatensis		
	Streptomyces yogyakartensis		
	Streptomyces rhizosphaericus		
	Streptomyces indonesiensis		
	Streptomyces cangkringensis		
	Streptomyces asiaticus		
	Streptomyces thermocoprophilus		
	Streptomyces malaysiensis		
	Streptomyces thermogriseus		
	Streptomyces labedae		
	Streptomyces thermoalcalitolerans		
	Streptomyces thermocarboxydovorans		
	Streptomyces thermocarboxydus		
	Streptomyces sannanensis		
	Streptomyces tricolor		
	Streptomyces gobitricini		
	Streptomyces echinoruber		
	Streptomyces capillispiralis		
	Streptomyces aureorectus		
	Streptomyces mutomycini		
	Streptomyces heliomycini		
	Xylanimicrobium pachnodae		
	Kribbella ginsengisoli		
	Saccharopolyspora taberi		
	Pseudonocardia spinosispora		
	Escherichia coli		
	Aeromonas hydrophila		
	Streptomyces cuspidosporus		
	Streptomyces pluripotens		
	Streptomyces jiujiangensis		
	Streptomyces tunisiensis		
	Streptomyces barkulensis		
	Streptomyces zhaozhouensis		
	Streptomyces hoynatensis		
	Streptomyces karpasiensis		
24621	Streptomyces abietis	aerobe	aerobe
	Streptomyces kebangsaanensis		
24619	Streptomyces aidingensis	aerobe	aerobe
24618	Streptomyces wuyuanensis	aerobe	aerobe
	Streptomyces bullii		
	Streptomyces burgazadensis		
	Streptomyces calidiresistens		
	Streptomyces polyrhachis		
23318	Streptomyces chlorus	aerobe	aerobe
23317	Streptomyces lannensis	aerobe	aerobe
23316	Streptomyces chiangmaiensis	aerobe	aerobe
	Streptomyces deserti		
	Streptomyces kaempferi		
	Streptomyces erringtonii		
16503	Streptomyces endophyticus	aerobe	aerobe
	Streptomyces daliensis		
23310	Streptomyces shaanxiensis	aerobe	aerobe
23309	Streptomyces incanus	aerobe	aerobe
	Streptomyces phytohabitans		
23307	Streptomyces laculatispora	aerobe	aerobe
23306	Streptomyces viridis	aerobe	aerobe
	Streptomyces rubrisoli		
	Streptomyces tsukubensis		
23303	Streptomyces harbinensis	aerobe	aerobe
23302	Streptomyces chilikensis	aerobe	aerobe
16502	Streptomyces atacamensis	aerobe	aerobe
16501	Streptomyces xishensis	aerobe	aerobe
16500	Streptomyces glycovorans	aerobe	aerobe
16499	Streptomyces abyssalis	aerobe	aerobe
16498	Streptomyces pratens	aerobe	aerobe
16497	Streptomyces herbaceus	aerobe	aerobe
16496	Streptomyces pharmamarensis	aerobe	aerobe
16495	Streptomyces staurosporininus	aerobe	aerobe
16494	Streptomyces nanhaiensis	aerobe	aerobe
16493	Streptomyces gramineus	aerobe	aerobe
	Streptomyces qinglanensis		
16491	Streptomyces brevispora	aerobe	aerobe
16490	Streptomyces cocklensis	aerobe	aerobe
	Streptomyces shenzhenensis		
	Streptomyces fildesensis		
	Streptomyces sundarbansensis		
	Streptomyces indicus		
	Streptomyces spongiae		
	Streptomyces rubrus		
	Streptomyces sanyensis		
	Streptomyces samsunensis		
	Streptomyces youssoufiensis		
16479	Streptomyces coacervatus	aerobe	aerobe
16477	Streptomyces caeruleatus	aerobe	aerobe
16476	Streptomyces hyderabadensis	aerobe	aerobe
16475	Streptomyces lacticiproducens	aerobe	aerobe
16474	Streptomyces tateyamensis	aerobe	aerobe
16473	Streptomyces marinus	aerobe	aerobe
16472	Streptomyces haliclonae	aerobe	aerobe
16471	Streptomyces iranensis	aerobe	aerobe
	Streptomyces wellingtoniae		
	Streptomyces milbemycinicus		
	Streptomyces ascomycinicus		
16467	Streptomyces aldersoniae	anaerobe	anaerobe
16466	Streptomyces artemisiae	aerobe	aerobe
	Streptomyces thinghirensis		
16464	Streptomyces xinghaiensis	aerobe	aerobe
16463	Streptomyces marokkonensis	aerobe	aerobe
	Streptomyces silaceus		
	Streptomyces atriruber		
16460	Streptomyces avicenniae	aerobe	aerobe
	Streptomyces hypolithicus		
16458	Streptomyces axinellae	aerobe	aerobe
	Streptomyces sedi		
16456	Streptomyces plumbiresistens	aerobe	aerobe
	Streptomyces gulbargensis		
16454	Streptomyces xiamenensis	aerobe	aerobe
16453	Streptomyces alni	aerobe	aerobe
	Streptomyces niveus		
16447	Streptomyces specialis	aerobe	aerobe
	Streptomyces ruanii		
	Streptomyces rapamycinicus		
	Streptomyces mordarskii		
	Streptomyces purpurogeniscleroticus		
	Streptomyces lactacystinicus		
	Streptomyces cyslabdanicus		
	Fodinicola feengrottensis		
	Micromonospora echinospora		
	Streptomyces himastatinicus		
	Streptomyces ciscaucasicus		
141109	Streptomyces odonnellii	aerobe	aerobe
141108	Streptomyces kalpinensis	aerobe	aerobe
141107	Streptomyces amphotericinicus	aerobe	aerobe
141054	Streptomyces cerasinus	aerobe	aerobe
140909	Streptomyces daqingensis	aerobe	aerobe
140853	Streptomyces andamanensis	aerobe	aerobe
140641	Streptomyces chitinivorans	aerobe	aerobe
140496	Streptomyces verrucosisporus	aerobe	aerobe
140494	Streptomyces adustus	aerobe	aerobe
140493	Streptomyces rhizosphaerihabitans	aerobe	aerobe
	Streptomyces sediminis		
134332	Streptomyces deccanensis	aerobe	aerobe
133870	Streptomyces ziwulingensis	aerobe	aerobe
133639	Streptomyces tacrolimicus	aerobe	aerobe
133638	Streptomyces zinciresistens	aerobe	aerobe
133581	Streptomyces osmaniensis	aerobe	aerobe
133356	Streptomyces luteus	aerobe	aerobe
133306	Streptomyces fuscichromogenes	aerobe	aerobe
133305	Streptomyces krungchingensis	aerobe	aerobe
	Streptomyces litoralis		
	Streptomyces tremellae		
133232	Streptomyces lacrimifluminis	aerobe	aerobe
133137	Streptomyces pini	aerobe	aerobe
133134	Streptomyces palmae	aerobe	aerobe
133132	Streptomyces phyllanthi	aerobe	aerobe
133105	Streptomyces lasiicapitis	aerobe	aerobe
	Streptomyces capparidis		
	Streptomyces zhihengii		
132985	Streptomyces canalis	aerobe	aerobe
132965	Streptomyces spongiicola	aerobe	aerobe
132826	Streptomyces jeddahensis	aerobe	aerobe
132670	Streptomyces ovatisporus	aerobe	aerobe
	Streptomyces bryophytorum		
132630	Streptomyces camponoticapitis	aerobe	aerobe
	Streptomyces hyaluromycini		
132536	Streptomyces indoligenes	aerobe	aerobe
	Streptomyces humi		
132444	Streptomyces polygonati	aerobe	aerobe
132442	Streptomyces arcticus	aerobe	aerobe
	Streptomyces malaysiense		
132432	Streptomyces yangpuensis	aerobe	aerobe
132341	Streptomyces alfalfae	aerobe	aerobe
	Streptomyces fabae		
	Streptomyces polymachus		
	Streptomyces lopnurensis		
	Streptomyces hokutonensis		
	Streptomyces fukangensis		
132160	Streptomyces yaanensis	aerobe	aerobe
	Streptomyces thermoautotrophicus		
131989	Streptomyces kronopolitis	aerobe	aerobe
	Streptomyces olivicoloratus		
	Streptomyces gilvifuscus		
	Streptomyces sasae		
	Streptomyces bohaiensis		
	Streptomyces lushanensis		
	Streptomyces mangrovi		
	Streptomyces tyrosinilyticus		
	Streptomyces rhizophilus		
	Streptomyces graminisoli		
	Streptomyces graminilatus		
	Streptomyces formicae		
	Streptomyces lonarensis		
	Streptomyces alkaliphilus		
	Streptomyces maoxianensis		
	Streptomyces fractus		
	Streptomyces vulcanius		
	Streptomyces ferrugineus		
	Streptomyces klenkii		
	Streptomyces seymenliensis		
	Streptomyces lunaelactis		
	Streptomyces smyrnaeus		
	Streptomyces iconiensis		
	Streptomyces leeuwenhoekii		
130719	Streptomyces halophytocola	aerobe	aerobe
130718	Streptomyces baliensis	aerobe	aerobe
	Streptomyces antioxidans		
	Streptomyces monticola		
	Streptomyces thermoalkaliphilus		
158796	Streptomyces fuscigenes	aerobe	aerobe
158730	Streptomyces boninensis	aerobe	aerobe
158666	Streptomyces manganisoli	aerobe	aerobe
158662	Streptomyces salilacus	aerobe	aerobe
158532	Streptomyces actinomycinicus	aerobe	aerobe
	Streptomyces inhibens		
158423	Streptomyces durbertensis	aerobe	aerobe
158386	Streptomyces cinnabarigriseus	aerobe	aerobe
158385	Streptomyces davaonensis	aerobe	aerobe
158362	Streptomyces capitiformicae	aerobe	aerobe
	Streptomyces flavalbus		
158315	Streptomyces tritici	aerobe	aerobe
	Streptomyces septentrionalis		
	Streptomyces polaris		
158258	Streptomyces roietensis	aerobe	aerobe
	Streptomyces gamaensis		
	Streptomyces hundungensis		
	Streptoverticillium sp.		
159852	Streptomyces lichenis	aerobe	aerobe
159789	Streptomyces venetus	aerobe	aerobe
	Streptomyces dengpaensis		
159778	Streptomyces aqsuensis	aerobe	aerobe
159718	Streptomyces populi	aerobe	aerobe
	Streptomyces geranii		
	Streptomyces cahuitamycinicus		
	Streptomyces reniochalinae		
	Streptomyces diacarni		
159651	Streptomyces triticisoli	aerobe	aerobe
159648	Streptomyces caeni	aerobe	aerobe
	Streptomyces triticirhizae		
	Streptomyces altiplanensis		
	Streptomyces cavernae		
	Streptomyces huasconensis		
	Streptomyces similanensis		
	Streptomyces chumphonensis		
	Streptomyces graminifolii		
	Streptomyces pratensis		
	Streptomyces xiangluensis		
	Streptomyces tunisialbus		
	Streptomyces triticagri		
	Streptomyces oryziradicis		
	Streptomyces sporangiiformans		
142548,156769,156338,153977	Cupriavidus pauculus	aerobe	aerobe
154921,154501,154458,154201,153973,153911,153397,152167	Cupriavidus metallidurans	aerobe	aerobe
143046,1997,154418,154260,154222,154221,154220,154219,154218,154157	Cupriavidus basilensis	aerobe	aerobe
	Cupriavidus gilardii		
140833	Cupriavidus nantongensis	aerobe	aerobe
136810	Cupriavidus laharis	aerobe	aerobe
	Cupriavidus alkaliphilus		
	Cupriavidus plantarum		
156103,154872,154063,154045,153517	Cupriavidus sp.	aerobe	aerobe
2033,1998	Cupriavidus necator	aerobe	aerobe
2044	Cupriavidus taiwanensis	aerobe	aerobe
22944	Cupriavidus pampae	aerobe	aerobe
2053	Cupriavidus pinatubonensis	aerobe	aerobe
2045,152447	Cupriavidus respiraculi	aerobe	aerobe
2042,154284,154283,154282	Cupriavidus campinensis	aerobe	aerobe
2040	Cupriavidus numazuensis	aerobe	aerobe
	Cupriavidus oxalaticus		
	Ancylobacter lacus		
	Ancylobacter plantiphilus		
158256	Ancylobacter pratisalsi	aerobe	aerobe
157183	Ancylobacter sonchi	aerobe	aerobe
141328	Ancylobacter sp.	aerobe	aerobe
131284	Ancylobacter defluvii	aerobe	aerobe
	Ancylobacter dichloromethanicus		
17407	Ancylobacter oerskovii	aerobe	aerobe
17406	Ancylobacter vacuolatus	aerobe	aerobe
17403,17395	Ancylobacter polymorphus	aerobe	aerobe
	Ancylobacter rudongensis		
	Ancylobacter aquaticus		
131347	Desulfoplanes formicivorans	anaerobe	anaerobe
152594,10457	Conchiformibius kuhniae	aerobe,microaerophile	aerobe,microaerophile
	Conchiformibius steedae		
152328,152327,144062,144061,142419	Advenella incenata	aerobe	aerobe
	Advenella alkanexedens		
	Advenella kashmirensis subsp. methylica		
	Advenella faeciporci		
383	Advenella kashmirensis	aerobe	aerobe
384	Advenella mimigardefordensis	aerobe	aerobe
	Methanofollis sp.		
7013	Methanofollis formosanus	anaerobe	anaerobe
7012	Methanofollis aquaemaris	anaerobe	anaerobe
7011,7010	Methanofollis liminatans	anaerobe	anaerobe
140865	Ornithinicoccus halotolerans	aerobe	aerobe
	Ornithinicoccus sp.		
6273	Ornithinicoccus hortensis	aerobe	aerobe
	Paenibacillus brasilensis		
11556,153135,152970,152954	Paenibacillus stellifer	aerobe	aerobe
	Paenibacillus azoreducens		
	Paenibacillus turicensis		
153516	Paenibacillus naphthalenovorans	aerobe	aerobe
11552	Paenibacillus borealis	aerobe	aerobe
	Paenibacillus jamilae		
11549	Paenibacillus illinoisensis	aerobe	aerobe
	Paenibacillus chibensis		
155577,155541,155452,155144,155118,155058,155057,155018,155006,154918,154854,154563,154373,153959,153696,153205,153087,153061,152953,152768,152634,152375,151804,151184,150899,157198,155716	Paenibacillus sp.	aerobe,microaerophile	aerobe,obligate aerobe,microaerophile
	Paenibacillus apiarius		
156079	Paenibacillus chitinolyticus	aerobe	aerobe
	Paenibacillus ehimensis		
	Paenibacillus kobensis		
	Paenibacillus curdlanolyticus		
11508	Paenibacillus popilliae	aerobe,microaerophile	aerobe,microaerophile
	Paenibacillus peoriae		
	Paenibacillus mucilaginosus		
11503	Paenibacillus durus	anaerobe	anaerobe
	Paenibacillus thiaminolyticus		
11495,155524,155331	Paenibacillus glucanolyticus	aerobe	aerobe
154677,154507,154069	Paenibacillus validus	aerobe	aerobe
	Paenibacillus polymyxa		
150524	Paenibacillus pabuli	aerobe	aerobe
11477	Paenibacillus macquariensis	aerobe	aerobe
11475	Paenibacillus macerans	aerobe	aerobe
11469,155536,153219,152791	Paenibacillus lautus	aerobe,microaerophile	aerobe,microaerophile
	Paenibacillus chondroitinus		
155088,156299	Paenibacillus amylolyticus	aerobe,microaerophile	aerobe,microaerophile
135840,156846	Paenibacillus alvei	aerobe	aerobe
	Paenibacillus alginolyticus		
830	Paenibacillus xerothermodurans	facultative anaerobe	facultative anaerobe
	Paenibacillus sacheonensis		
	Paenibacillus jilunlii		
11657	Paenibacillus tianmuensis	aerobe	aerobe
11656	Paenibacillus sophorae	facultative anaerobe	facultative anaerobe
11655,157212	Paenibacillus xylanisolvens	aerobe,facultative anaerobe	aerobe,facultative anaerobe
	Paenibacillus uliginis		
	Paenibacillus purispatii		
11652,11651	Paenibacillus residui	aerobe	aerobe
11650	Paenibacillus sputi	facultative anaerobe	facultative anaerobe
11649	Paenibacillus prosopidis	aerobe	aerobe
11648	Paenibacillus glacialis	aerobe	aerobe
11647	Paenibacillus hunanensis	aerobe	aerobe
11646	Paenibacillus pocheonensis	facultative anaerobe	facultative anaerobe
11645	Paenibacillus aestuarii	aerobe	aerobe
	Paenibacillus pinihumi		
	Paenibacillus filicis		
	Paenibacillus macquariensis subsp. defensor		
	Paenibacillus xylanexedens		
	Paenibacillus tundrae		
11639	Paenibacillus pueri	anaerobe	anaerobe
	Paenibacillus donghaensis		
11637	Paenibacillus thailandensis	facultative anaerobe	facultative anaerobe
11636	Paenibacillus nanensis	facultative anaerobe	facultative anaerobe
11635	Paenibacillus harenae	aerobe	aerobe
11634	Paenibacillus castaneae	aerobe	aerobe
11633	Paenibacillus konsidensis	facultative anaerobe	facultative anaerobe
11632	Paenibacillus ginsengihumi	aerobe	aerobe
11631	Paenibacillus provencensis	aerobe	aerobe
11630,154862	Paenibacillus urinalis	aerobe,facultative anaerobe,microaerophile	aerobe,facultative anaerobe,microaerophile
11629	Paenibacillus woosongensis	facultative anaerobe	facultative anaerobe
11628	Paenibacillus forsythiae	facultative aerobe	facultative aerobe
11626	Paenibacillus taichungensis	facultative anaerobe	facultative anaerobe
11625	Paenibacillus fonticola	facultative anaerobe	facultative anaerobe
11624	Paenibacillus tarimensis	aerobe	aerobe
	Paenibacillus tylopili		
11622	Paenibacillus terrigena	facultative anaerobe	facultative anaerobe
11621	Paenibacillus soli	aerobe	aerobe
11620	Paenibacillus sabinae	anaerobe	anaerobe
	Paenibacillus cellulosilyticus		
11616,157259	Paenibacillus humicus	aerobe	aerobe
11615	Paenibacillus panacisoli	facultative anaerobe	facultative anaerobe
	Paenibacillus xinjiangensis		
11612,154574,153090,153029,156977,156702	Paenibacillus barengoltzii	aerobe	aerobe
11610	Paenibacillus pasadenensis	aerobe	aerobe
11609	Paenibacillus mendelii	facultative anaerobe	facultative anaerobe
11608	Paenibacillus hodogayensis	aerobe	aerobe
11607	Paenibacillus elgii	facultative anaerobe	facultative anaerobe
	Paenibacillus dendritiformis		
	Paenibacillus campinasensis		
11604	Paenibacillus taiwanensis	facultative anaerobe	facultative anaerobe
11603	Paenibacillus ginsengarvi	aerobe	aerobe
	Paenibacillus gansuensis		
11601	Paenibacillus wynnii	facultative anaerobe	facultative anaerobe
11600	Paenibacillus zanthoxyli	facultative anaerobe	facultative anaerobe
11599	Paenibacillus assamensis	aerobe	aerobe
11598,156090	Paenibacillus motobuensis	aerobe,facultative anaerobe	aerobe,facultative anaerobe
11597,11592,24275,23177,23176,138134,153743,153456,153455,153387,153386,153385,153384,153383,153382,153381,153280,153279,153278,153277,153276,153275,153274,153273,153272,153271,153270,153269,153268,153266,153265,153264,153263	Paenibacillus larvae	aerobe,microaerophile	aerobe,microaerophile
	Paenibacillus glycanilyticus		
11589	Paenibacillus phyllosphaerae	facultative anaerobe	facultative anaerobe
11588	Paenibacillus favisporus	facultative anaerobe	facultative anaerobe
11587	Paenibacillus rhizosphaerae	aerobe	aerobe
11586	Paenibacillus xylanilyticus	facultative anaerobe	facultative anaerobe
11585	Paenibacillus barcinonensis	anaerobe	anaerobe
11584	Paenibacillus alkaliterrae	aerobe	aerobe
11582	Paenibacillus cineris	aerobe	aerobe
11581	Paenibacillus cookii	facultative anaerobe	facultative anaerobe
11580	Paenibacillus timonensis	aerobe,facultative anaerobe	aerobe,facultative anaerobe
11579	Paenibacillus massiliensis	aerobe,facultative anaerobe	aerobe,facultative anaerobe
11578	Paenibacillus sanguinis	aerobe,facultative anaerobe	aerobe,facultative anaerobe
	Paenibacillus terrae		
11575	Paenibacillus anaericanus	facultative anaerobe	facultative anaerobe
	Paenibacillus agaridevorans		
	Paenibacillus agarexedens		
11563,153555	Paenibacillus lactis	aerobe	aerobe
	Paenibacillus nematophilus		
	Paenibacillus daejeonensis		
	Paenibacillus odorifer		
	Paenibacillus graminis		
	Paenibacillus chinjuensis		
	Paenibacillus telluris		
	Paenibacillus koreensis		
134375	Paenibacillus montaniterrae	facultative anaerobe	facultative anaerobe
134374	Paenibacillus septentrionalis	facultative anaerobe	facultative anaerobe
134373	Paenibacillus siamensis	facultative anaerobe	facultative anaerobe
134087	Paenibacillus antarcticus	facultative anaerobe	facultative anaerobe
134006	Paenibacillus taihuensis	facultative anaerobe	facultative anaerobe
134004	Paenibacillus endophyticus	anaerobe	anaerobe
133784	Paenibacillus oceanisediminis	aerobe	aerobe
133620	Paenibacillus rigui	aerobe	aerobe
133511,24281	Paenibacillus sonchi	aerobe,facultative anaerobe	aerobe,facultative anaerobe
133429,156809	Paenibacillus contaminans	aerobe,facultative anaerobe	aerobe,facultative anaerobe
133371	Paenibacillus qinlingensis	aerobe	obligate aerobe
133265	Paenibacillus oryzae	facultative anaerobe	facultative anaerobe
